onset	duration	response_time	button_press	stim_file
n/a	n/a	1.826	2	u029.bmp
n/a	n/a	1.64	1	u099.bmp
n/a	n/a	1.742	2	u138.bmp
n/a	n/a	2.191	1	u142.bmp
n/a	n/a	2.453	1	u058.bmp
n/a	n/a	1.905	1	u035.bmp
n/a	n/a	1.484	1	u135.bmp
n/a	n/a	1.673	2	u113.bmp
n/a	n/a	1.421	3	f132.bmp
n/a	n/a	2.02	2	u003.bmp
n/a	n/a	2.795	2	u107.bmp
n/a	n/a	1.248	1	u120.bmp
n/a	n/a	0.945	3	f075.bmp
n/a	n/a	1.372	1	u122.bmp
n/a	n/a	0.917	3	f086.bmp
n/a	n/a	0.754	3	f009.bmp
n/a	n/a	0.757	3	f014.bmp
n/a	n/a	0.672	3	f040.bmp
n/a	n/a	3.83	2	u094.bmp
n/a	n/a	1.368	1	u046.bmp
n/a	n/a	1.45	1	u074.bmp
n/a	n/a	0.976	3	f082.bmp
n/a	n/a	0.818	3	f091.bmp
n/a	n/a	1.987	1	u123.bmp
n/a	n/a	1.547	1	u093.bmp
n/a	n/a	0.861	3	f123.bmp
n/a	n/a	2.9	2	f063.bmp
n/a	n/a	0.909	1	u030.bmp
n/a	n/a	0.818	3	f018.bmp
n/a	n/a	1.219	3	f114.bmp
n/a	n/a	1.859	2	u124.bmp
n/a	n/a	1.367	1	f105.bmp
n/a	n/a	1.633	2	u102.bmp
n/a	n/a	1.023	3	f085.bmp
n/a	n/a	0.783	3	f041.bmp
n/a	n/a	0.786	3	f024.bmp
n/a	n/a	1.531	1	u025.bmp
n/a	n/a	2.71	3	f031.bmp
n/a	n/a	0.903	3	f094.bmp
n/a	n/a	3.108	2	u010.bmp
n/a	n/a	1.036	1	u050.bmp
n/a	n/a	2.9	2	f138.bmp
n/a	n/a	1.013	1	u013.bmp
n/a	n/a	0.949	3	f150.bmp
n/a	n/a	1.737	3	f101.bmp
n/a	n/a	2.018	2	f149.bmp
n/a	n/a	1.585	1	u130.bmp
n/a	n/a	0.897	3	f019.bmp
n/a	n/a	1.127	1	f142.bmp
n/a	n/a	0.986	3	f015.bmp
n/a	n/a	0.796	3	f032.bmp
n/a	n/a	1.054	3	f102.bmp
n/a	n/a	0.764	3	f077.bmp
n/a	n/a	2.191	1	u006.bmp
n/a	n/a	0.814	3	f084.bmp
n/a	n/a	0.607	3	f067.bmp
n/a	n/a	3.176	2	u103.bmp
n/a	n/a	1.574	1	u127.bmp
n/a	n/a	0.87	1	u098.bmp
n/a	n/a	1.228	1	u014.bmp
n/a	n/a	0.843	3	f070.bmp
n/a	n/a	0.611	3	f100.bmp
n/a	n/a	2.38	2	u089.bmp
n/a	n/a	1.067	1	u034.bmp
n/a	n/a	1.321	3	f130.bmp
n/a	n/a	1.013	1	u117.bmp
n/a	n/a	1.397	1	u016.bmp
n/a	n/a	1.046	1	u082.bmp
n/a	n/a	0.749	3	f022.bmp
n/a	n/a	2.393	2	u092.bmp
n/a	n/a	1.639	1	u032.bmp
n/a	n/a	0.765	3	f061.bmp
n/a	n/a	2.832	2	u081.bmp
n/a	n/a	1.516	2	u111.bmp
