onset	duration	response_time	button_press	stim_file
n/a	n/a	1.812	1	u020.bmp
n/a	n/a	1.523	2	u059.bmp
n/a	n/a	1.358	1	u047.bmp
n/a	n/a	1.152	3	f004.bmp
n/a	n/a	2.011	3	f072.bmp
n/a	n/a	1.721	1	u081.bmp
n/a	n/a	1.188	3	f133.bmp
n/a	n/a	0.957	3	f129.bmp
n/a	n/a	1.136	1	u021.bmp
n/a	n/a	0.939	3	u004.bmp
n/a	n/a	1.871	3	f033.bmp
n/a	n/a	0.923	3	f078.bmp
n/a	n/a	1.599	1	f042.bmp
n/a	n/a	1.095	3	u088.bmp
n/a	n/a	4.868	1	u040.bmp
n/a	n/a	2.874	2	u096.bmp
n/a	n/a	2.419	2	u002.bmp
n/a	n/a	3.865	2	u097.bmp
n/a	n/a	2.313	2	u062.bmp
n/a	n/a	1.763	2	u022.bmp
n/a	n/a	4.788	1	f019.bmp
n/a	n/a	2.277	2	u140.bmp
n/a	n/a	2.791	2	u030.bmp
n/a	n/a	3.325	2	u017.bmp
n/a	n/a	1.804	1	u092.bmp
n/a	n/a	1.683	3	f068.bmp
n/a	n/a	1.976	2	u016.bmp
n/a	n/a	2.111	2	u085.bmp
n/a	n/a	2.218	3	f142.bmp
n/a	n/a	1.647	3	f056.bmp
n/a	n/a	2.053	3	f035.bmp
n/a	n/a	1.93	1	u147.bmp
n/a	n/a	2.02	3	f065.bmp
n/a	n/a	1.819	3	f134.bmp
n/a	n/a	6.832	1	f122.bmp
n/a	n/a	4.243	3	f116.bmp
n/a	n/a	1.835	3	f086.bmp
n/a	n/a	1.506	1	u144.bmp
n/a	n/a	2.013	1	f005.bmp
n/a	n/a	4.731	3	f058.bmp
n/a	n/a	1.999	2	u090.bmp
n/a	n/a	3.31	2	u038.bmp
n/a	n/a	1.23	1	u056.bmp
n/a	n/a	1.573	1	u087.bmp
n/a	n/a	2.517	1	u139.bmp
n/a	n/a	1.99	3	f114.bmp
n/a	n/a	2.157	2	u084.bmp
n/a	n/a	1.333	2	u032.bmp
n/a	n/a	1.352	1	u071.bmp
n/a	n/a	1.379	2	u003.bmp
n/a	n/a	3.868	3	f143.bmp
n/a	n/a	1.812	1	u007.bmp
n/a	n/a	3.563	2	u121.bmp
n/a	n/a	1.44	1	u029.bmp
n/a	n/a	1.598	1	u069.bmp
n/a	n/a	7.365	3	f127.bmp
n/a	n/a	1.603	3	f083.bmp
n/a	n/a	1.971	1	u042.bmp
n/a	n/a	5.395	3	f077.bmp
n/a	n/a	1.107	3	f146.bmp
n/a	n/a	1.424	3	f125.bmp
n/a	n/a	2.199	1	u060.bmp
n/a	n/a	1.845	2	u105.bmp
n/a	n/a	1.259	1	f097.bmp
n/a	n/a	3.385	1	f011.bmp
n/a	n/a	1.477	3	f051.bmp
n/a	n/a	7.681	2	u137.bmp
n/a	n/a	3.001	2	f027.bmp
n/a	n/a	2.31	1	f006.bmp
n/a	n/a	1.632	3	f067.bmp
n/a	n/a	8.358	2	f024.bmp
n/a	n/a	1.889	1	u086.bmp
n/a	n/a	1.573	1	u078.bmp
n/a	n/a	1.933	3	f130.bmp
n/a	n/a	2.623	3	f040.bmp
n/a	n/a	1.764	1	f112.bmp
n/a	n/a	1.109	1	f028.bmp
n/a	n/a	7.128	1	f108.bmp
n/a	n/a	2.047	3	f082.bmp
n/a	n/a	1.604	1	u126.bmp
n/a	n/a	1.7	1	u065.bmp
n/a	n/a	1.503	3	f007.bmp
n/a	n/a	2.476	3	f018.bmp
n/a	n/a	1.678	1	f120.bmp
n/a	n/a	2.291	1	u114.bmp
n/a	n/a	3.477	1	u073.bmp
n/a	n/a	1.078	1	f102.bmp
n/a	n/a	1.003	1	u049.bmp
n/a	n/a	1.675	1	f105.bmp
n/a	n/a	1.928	2	u129.bmp
n/a	n/a	4.537	3	f139.bmp
n/a	n/a	1.206	3	f039.bmp
n/a	n/a	1.046	1	u082.bmp
n/a	n/a	0.973	1	u064.bmp
n/a	n/a	1.583	2	u053.bmp
n/a	n/a	1.384	1	f071.bmp
n/a	n/a	3.649	2	f093.bmp
n/a	n/a	3.642	2	f037.bmp
n/a	n/a	1.58	1	u135.bmp
n/a	n/a	4.612	1	u068.bmp
n/a	n/a	4.708	1	u061.bmp
n/a	n/a	5.249	2	u050.bmp
n/a	n/a	7.031	1	u015.bmp
n/a	n/a	1.65	1	f118.bmp
n/a	n/a	5.848	1	u044.bmp
n/a	n/a	1.636	2	f023.bmp
n/a	n/a	1.083	1	u134.bmp
n/a	n/a	3.497	1	u028.bmp
n/a	n/a	1.584	1	f150.bmp
n/a	n/a	1.4	1	f135.bmp
n/a	n/a	3.993	1	u107.bmp
n/a	n/a	1.131	1	f052.bmp
n/a	n/a	3.799	2	u045.bmp
n/a	n/a	5.49	3	f034.bmp
n/a	n/a	2.222	1	f115.bmp
n/a	n/a	0.884	1	f104.bmp
n/a	n/a	1.73	2	u075.bmp
n/a	n/a	1.524	1	f080.bmp
n/a	n/a	9.814	1	u110.bmp
n/a	n/a	1.044	1	f087.bmp
n/a	n/a	2.043	1	u124.bmp
n/a	n/a	1.408	2	u070.bmp
n/a	n/a	1.432	3	f050.bmp
n/a	n/a	1.711	1	u019.bmp
n/a	n/a	1.314	1	f140.bmp
n/a	n/a	6.822	3	f017.bmp
n/a	n/a	1.882	1	u048.bmp
n/a	n/a	1.462	1	f045.bmp
n/a	n/a	1.835	2	u100.bmp
n/a	n/a	1.761	2	u079.bmp
n/a	n/a	1.625	1	u001.bmp
n/a	n/a	2.84	1	f084.bmp
n/a	n/a	1.123	1	u150.bmp
n/a	n/a	4.415	2	u133.bmp
n/a	n/a	1.272	3	f148.bmp
n/a	n/a	1.389	3	f088.bmp
n/a	n/a	3.301	1	f095.bmp
n/a	n/a	1.518	1	f089.bmp
n/a	n/a	0.913	1	u033.bmp
n/a	n/a	3.95	3	f060.bmp
n/a	n/a	3.995	3	f048.bmp
n/a	n/a	1.589	2	u127.bmp
n/a	n/a	4.604	1	u102.bmp
n/a	n/a	3.014	3	u145.bmp
n/a	n/a	5.002	1	u043.bmp
n/a	n/a	1.65	1	f075.bmp
n/a	n/a	1.392	2	f020.bmp
n/a	n/a	1.432	1	f110.bmp
n/a	n/a	2.663	1	f030.bmp
n/a	n/a	1.154	1	u094.bmp
n/a	n/a	2.117	2	u066.bmp
n/a	n/a	1.551	1	u089.bmp
n/a	n/a	9.2	3	f085.bmp
n/a	n/a	1.392	3	u054.bmp
n/a	n/a	6.656	1	f031.bmp
n/a	n/a	6.635	1	u010.bmp
n/a	n/a	1.206	1	u036.bmp
n/a	n/a	3.238	1	f010.bmp
n/a	n/a	1.937	3	f003.bmp
n/a	n/a	1.475	3	f113.bmp
n/a	n/a	7.959	3	f057.bmp
n/a	n/a	10.811	3	f026.bmp
n/a	n/a	3.27	1	f002.bmp
n/a	n/a	2.504	2	u112.bmp
n/a	n/a	1.29	3	f029.bmp
n/a	n/a	1.279	1	u063.bmp
n/a	n/a	1.268	1	u013.bmp
n/a	n/a	2.674	3	f049.bmp
n/a	n/a	1.26	3	f008.bmp
n/a	n/a	4.425	1	f041.bmp
n/a	n/a	1.714	3	f069.bmp
n/a	n/a	2.357	3	f053.bmp
n/a	n/a	1.469	1	f061.bmp
n/a	n/a	3.811	3	f038.bmp
n/a	n/a	1.597	3	f066.bmp
n/a	n/a	1.613	1	f062.bmp
n/a	n/a	2.492	3	f025.bmp
n/a	n/a	1.166	1	f121.bmp
n/a	n/a	1.593	3	f101.bmp
n/a	n/a	1.937	3	u125.bmp
n/a	n/a	4.402	3	f119.bmp
n/a	n/a	3.715	3	f009.bmp
n/a	n/a	2.002	1	u108.bmp
n/a	n/a	5.249	1	f145.bmp
n/a	n/a	1.103	1	u011.bmp
n/a	n/a	1.1	1	f103.bmp
n/a	n/a	2.193	1	f014.bmp
n/a	n/a	0.991	1	u083.bmp
n/a	n/a	1.657	1	u057.bmp
n/a	n/a	7.734	1	f149.bmp
n/a	n/a	0.956	1	u101.bmp
n/a	n/a	2.182	1	u116.bmp
n/a	n/a	1.149	1	u149.bmp
n/a	n/a	0.88	1	f100.bmp
n/a	n/a	1.878	1	u080.bmp
n/a	n/a	6.258	1	f081.bmp
n/a	n/a	1.206	1	u093.bmp
n/a	n/a	2.566	1	u132.bmp
n/a	n/a	0.877	1	u018.bmp
n/a	n/a	10.851	3	f109.bmp
n/a	n/a	14.492	1	u138.bmp
n/a	n/a	2.957	3	f022.bmp
n/a	n/a	1.355	1	u136.bmp
n/a	n/a	7.669	3	f015.bmp
n/a	n/a	2.349	1	u039.bmp
n/a	n/a	1.245	1	u014.bmp
n/a	n/a	4.764	2	u037.bmp
n/a	n/a	1.214	1	u098.bmp
n/a	n/a	1.038	1	f074.bmp
n/a	n/a	0.853	1	u008.bmp
n/a	n/a	1.627	3	f090.bmp
n/a	n/a	1.338	3	f079.bmp
n/a	n/a	2.924	1	u041.bmp
n/a	n/a	1.436	1	u142.bmp
n/a	n/a	1.563	1	u106.bmp
n/a	n/a	1.38	1	u012.bmp
n/a	n/a	1.814	1	f012.bmp
n/a	n/a	1.572	3	f001.bmp
n/a	n/a	1.765	3	f124.bmp
n/a	n/a	1.006	1	f036.bmp
n/a	n/a	1.607	3	f123.bmp
n/a	n/a	3.846	1	f092.bmp
n/a	n/a	0.767	1	f094.bmp
n/a	n/a	1.826	1	u052.bmp
n/a	n/a	2.383	1	f059.bmp
