onset	duration	sample	event_type	face_type	repetition_type	trigger	stim_file
0.0040000000	n/a	1	setup	n/a	n/a	n/a	n/a
0.0040000000	n/a	1	left_sym	n/a	n/a	n/a	n/a
23.7534545455	n/a	5938.3636	show_face	unfamiliar_face	first_show	13	u009.bmp
24.6152727273	n/a	6153.8182	show_circle	n/a	n/a	0	circle.bmp
24.9816363636	n/a	6245.4091	left_press	n/a	n/a	256	n/a
26.3152727273	n/a	6578.8182	show_cross	n/a	n/a	n/a	cross.bmp
26.9607272727	n/a	6740.1818	show_face	unfamiliar_face	immediate_repeat	14	u009.bmp
27.7107272727	n/a	6927.6818	left_press	n/a	n/a	256	n/a
27.9770909091	n/a	6994.2727	show_circle	n/a	n/a	0	circle.bmp
29.6770909091	n/a	7419.2727	show_cross	n/a	n/a	n/a	cross.bmp
30.1516363636	n/a	7537.9091	show_face	famous_face	first_show	5	f052.bmp
30.8725454545	n/a	7718.1364	right_press	n/a	n/a	4096	n/a
31.0116363636	n/a	7752.9091	show_circle	n/a	n/a	0	circle.bmp
32.7116363636	n/a	8177.9091	show_cross	n/a	n/a	n/a	cross.bmp
33.3261818182	n/a	8331.5455	show_face	famous_face	immediate_repeat	6	f052.bmp
34.1516363636	n/a	8537.9091	right_press	n/a	n/a	4096	n/a
34.1825454545	n/a	8545.6364	show_circle	n/a	n/a	0	circle.bmp
35.8825454545	n/a	8970.6364	show_cross	n/a	n/a	n/a	cross.bmp
36.5498181818	n/a	9137.4545	show_face	scrambled_face	first_show	17	s112.bmp
37.5361818182	n/a	9384.0455	show_circle	n/a	n/a	0	circle.bmp
38.3407272727	n/a	9585.1818	right_press	n/a	n/a	4096	n/a
39.2361818182	n/a	9809.0455	show_cross	n/a	n/a	n/a	cross.bmp
39.8570909091	n/a	9964.2727	show_face	famous_face	first_show	5	f100.bmp
40.6125454545	n/a	10153.1364	right_press	n/a	n/a	4096	n/a
40.8025454545	n/a	10200.6364	show_circle	n/a	n/a	0	circle.bmp
42.5025454545	n/a	10625.6364	show_cross	n/a	n/a	n/a	cross.bmp
43.0316363636	n/a	10757.9091	show_face	famous_face	immediate_repeat	6	f100.bmp
43.7052727273	n/a	10926.3182	right_press	n/a	n/a	4096	n/a
43.9552727273	n/a	10988.8182	show_circle	n/a	n/a	0	circle.bmp
45.6552727273	n/a	11413.8182	show_cross	n/a	n/a	n/a	cross.bmp
46.2225454545	n/a	11555.6364	show_face	scrambled_face	first_show	17	s077.bmp
47.1389090909	n/a	11784.7273	left_press	n/a	n/a	256	n/a
47.1652727273	n/a	11791.3182	show_circle	n/a	n/a	0	circle.bmp
48.8652727273	n/a	12216.3182	show_cross	n/a	n/a	n/a	cross.bmp
49.3625454545	n/a	12340.6364	show_face	famous_face	first_show	5	f045.bmp
50.3180000000	n/a	12579.5	show_circle	n/a	n/a	0	circle.bmp
50.5080000000	n/a	12627	right_press	n/a	n/a	4096	n/a
52.0180000000	n/a	13004.5	show_cross	n/a	n/a	n/a	cross.bmp
52.6198181818	n/a	13154.9545	show_face	famous_face	immediate_repeat	6	f045.bmp
53.3961818182	n/a	13349.0455	right_press	n/a	n/a	4096	n/a
53.6216363636	n/a	13405.4091	show_circle	n/a	n/a	0	circle.bmp
55.3216363636	n/a	13830.4091	show_cross	n/a	n/a	n/a	cross.bmp
55.8107272727	n/a	13952.6818	show_face	scrambled_face	first_show	17	s053.bmp
56.6234545455	n/a	14155.8636	right_press	n/a	n/a	4096	n/a
56.8180000000	n/a	14204.5	show_circle	n/a	n/a	0	circle.bmp
58.5180000000	n/a	14629.5	show_cross	n/a	n/a	n/a	cross.bmp
59.1861818182	n/a	14796.5455	show_face	unfamiliar_face	first_show	13	u068.bmp
60.1161818182	n/a	15029.0455	show_circle	n/a	n/a	0	circle.bmp
60.5516363636	n/a	15137.9091	right_press	n/a	n/a	4096	n/a
61.8161818182	n/a	15454.0455	show_cross	n/a	n/a	n/a	cross.bmp
62.4098181818	n/a	15602.4545	show_face	unfamiliar_face	immediate_repeat	14	u068.bmp
63.2998181818	n/a	15824.9545	right_press	n/a	n/a	4096	n/a
63.3934545455	n/a	15848.3636	show_circle	n/a	n/a	0	circle.bmp
65.0934545455	n/a	16273.3636	show_cross	n/a	n/a	n/a	cross.bmp
65.6834545455	n/a	16420.8636	show_face	scrambled_face	delayed_repeat	19	s112.bmp
66.5116363636	n/a	16627.9091	show_circle	n/a	n/a	0	circle.bmp
66.7543636364	n/a	16688.5909	left_press	n/a	n/a	256	n/a
68.2116363636	n/a	17052.9091	show_cross	n/a	n/a	n/a	cross.bmp
68.8243636364	n/a	17206.0909	show_face	famous_face	first_show	5	f042.bmp
69.6698181818	n/a	17417.4545	right_press	n/a	n/a	4096	n/a
69.7080000000	n/a	17427	show_circle	n/a	n/a	0	circle.bmp
71.4080000000	n/a	17852	show_cross	n/a	n/a	n/a	cross.bmp
71.9316363636	n/a	17982.9091	show_face	scrambled_face	first_show	17	s114.bmp
72.7625454545	n/a	18190.6364	show_circle	n/a	n/a	0	circle.bmp
73.0552727273	n/a	18263.8182	right_press	n/a	n/a	4096	n/a
74.4625454545	n/a	18615.6364	show_cross	n/a	n/a	n/a	cross.bmp
75.0716363636	n/a	18767.9091	show_face	scrambled_face	delayed_repeat	19	s077.bmp
75.8489090909	n/a	18962.2273	left_press	n/a	n/a	256	n/a
76.0170909091	n/a	19004.2727	show_circle	n/a	n/a	0	circle.bmp
77.7170909091	n/a	19429.2727	show_cross	n/a	n/a	n/a	cross.bmp
78.2789090909	n/a	19569.7273	show_face	famous_face	first_show	5	f057.bmp
79.1743636364	n/a	19793.5909	show_circle	n/a	n/a	0	circle.bmp
79.1998181818	n/a	19799.9545	right_press	n/a	n/a	4096	n/a
80.8743636364	n/a	20218.5909	show_cross	n/a	n/a	n/a	cross.bmp
81.3861818182	n/a	20346.5455	show_face	famous_face	immediate_repeat	6	f057.bmp
82.0716363636	n/a	20517.9091	right_press	n/a	n/a	4096	n/a
82.3061818182	n/a	20576.5455	show_circle	n/a	n/a	0	circle.bmp
84.0061818182	n/a	21001.5455	show_cross	n/a	n/a	n/a	cross.bmp
84.4934545455	n/a	21123.3636	show_face	famous_face	first_show	5	f035.bmp
85.3216363636	n/a	21330.4091	left_press	n/a	n/a	256	n/a
85.4643636364	n/a	21366.0909	show_circle	n/a	n/a	0	circle.bmp
87.1643636364	n/a	21791.0909	show_cross	n/a	n/a	n/a	cross.bmp
87.7180000000	n/a	21929.5	show_face	scrambled_face	delayed_repeat	19	s053.bmp
88.4589090909	n/a	22114.7273	left_press	n/a	n/a	256	n/a
88.5434545455	n/a	22135.8636	show_circle	n/a	n/a	0	circle.bmp
90.2434545455	n/a	22560.8636	show_cross	n/a	n/a	n/a	cross.bmp
90.8080000000	n/a	22702	show_face	scrambled_face	first_show	17	s047.bmp
91.7070909091	n/a	22926.7727	show_circle	n/a	n/a	0	circle.bmp
91.8252727273	n/a	22956.3182	left_press	n/a	n/a	256	n/a
93.4070909091	n/a	23351.7727	show_cross	n/a	n/a	n/a	cross.bmp
94.0489090909	n/a	23512.2273	show_face	scrambled_face	immediate_repeat	18	s047.bmp
94.8152727273	n/a	23703.8182	left_press	n/a	n/a	256	n/a
94.8807272727	n/a	23720.1818	show_circle	n/a	n/a	0	circle.bmp
96.5807272727	n/a	24145.1818	show_cross	n/a	n/a	n/a	cross.bmp
97.0907272727	n/a	24272.6818	show_face	famous_face	first_show	5	f112.bmp
97.9680000000	n/a	24492	show_circle	n/a	n/a	0	circle.bmp
97.9870909091	n/a	24496.7727	left_press	n/a	n/a	256	n/a
99.6680000000	n/a	24917	show_cross	n/a	n/a	n/a	cross.bmp
100.1461818182	n/a	25036.5455	show_face	famous_face	delayed_repeat	7	f042.bmp
100.9770909091	n/a	25244.2727	show_circle	n/a	n/a	0	circle.bmp
101.0916363636	n/a	25272.9091	right_press	n/a	n/a	4096	n/a
102.6770909091	n/a	25669.2727	show_cross	n/a	n/a	n/a	cross.bmp
103.2198181818	n/a	25804.9545	show_face	unfamiliar_face	first_show	13	u069.bmp
104.1507272727	n/a	26037.6818	show_circle	n/a	n/a	0	circle.bmp
104.7180000000	n/a	26179.5	left_press	n/a	n/a	256	n/a
105.8507272727	n/a	26462.6818	show_cross	n/a	n/a	n/a	cross.bmp
106.4780000000	n/a	26619.5	show_face	scrambled_face	delayed_repeat	19	s114.bmp
