onset	duration	response_time	button_press	stim_file
n/a	n/a	2.234	1	u041.bmp
n/a	n/a	0.879	1	u101.bmp
n/a	n/a	0.933	3	f104.bmp
n/a	n/a	1.634	2	f001.bmp
n/a	n/a	0.696	3	f026.bmp
n/a	n/a	0.614	3	f014.bmp
n/a	n/a	0.792	1	u076.bmp
n/a	n/a	0.985	3	f145.bmp
n/a	n/a	4.651	3	u036.bmp
n/a	n/a	1.155	3	f059.bmp
n/a	n/a	0.813	3	f039.bmp
n/a	n/a	1.118	1	u013.bmp
n/a	n/a	0.961	1	u140.bmp
n/a	n/a	0.916	1	u058.bmp
n/a	n/a	1.393	1	u150.bmp
n/a	n/a	2.697	1	u106.bmp
n/a	n/a	0.819	3	f062.bmp
n/a	n/a	0.947	3	u008.bmp
n/a	n/a	0.99	3	f041.bmp
n/a	n/a	0.792	1	u139.bmp
n/a	n/a	0.826	3	f029.bmp
n/a	n/a	2.354	2	u062.bmp
n/a	n/a	1.002	3	f102.bmp
n/a	n/a	1.179	3	f086.bmp
n/a	n/a	0.997	3	f056.bmp
n/a	n/a	1.038	1	u128.bmp
n/a	n/a	1.398	3	f051.bmp
n/a	n/a	1.39	1	u097.bmp
n/a	n/a	1.118	3	f087.bmp
n/a	n/a	1.075	3	f055.bmp
n/a	n/a	4.576	3	u035.bmp
n/a	n/a	1.034	1	u030.bmp
n/a	n/a	0.754	3	f095.bmp
n/a	n/a	0.725	3	f048.bmp
n/a	n/a	1.593	3	f011.bmp
n/a	n/a	0.777	3	f074.bmp
n/a	n/a	1.164	1	u133.bmp
n/a	n/a	0.71	3	f150.bmp
n/a	n/a	1.067	1	u068.bmp
n/a	n/a	0.954	1	u032.bmp
n/a	n/a	0.708	3	f135.bmp
n/a	n/a	0.81	3	f110.bmp
n/a	n/a	2.043	1	f115.bmp
n/a	n/a	1.248	3	f127.bmp
n/a	n/a	1.846	1	u020.bmp
n/a	n/a	1.524	1	u113.bmp
n/a	n/a	0.919	3	f034.bmp
n/a	n/a	0.746	3	f021.bmp
n/a	n/a	0.83	1	u145.bmp
n/a	n/a	1.479	1	u033.bmp
n/a	n/a	1.116	1	u077.bmp
n/a	n/a	0.856	3	f067.bmp
n/a	n/a	1.567	2	u081.bmp
n/a	n/a	3.408	1	f120.bmp
n/a	n/a	0.82	1	f093.bmp
n/a	n/a	0.828	3	f044.bmp
n/a	n/a	0.812	1	u147.bmp
n/a	n/a	1.269	1	u095.bmp
n/a	n/a	1.875	3	f016.bmp
n/a	n/a	2.023	1	f111.bmp
n/a	n/a	0.685	3	f032.bmp
n/a	n/a	0.828	3	f065.bmp
n/a	n/a	2.148	2	f146.bmp
n/a	n/a	0.821	1	u019.bmp
n/a	n/a	2.045	1	u011.bmp
n/a	n/a	2.641	2	f015.bmp
n/a	n/a	2.605	1	f043.bmp
n/a	n/a	0.906	3	f036.bmp
n/a	n/a	0.855	1	u148.bmp
n/a	n/a	0.998	3	f130.bmp
n/a	n/a	1.175	1	u075.bmp
n/a	n/a	3.305	1	u052.bmp
n/a	n/a	1.009	3	f046.bmp
n/a	n/a	1.458	3	f133.bmp
n/a	n/a	0.879	3	f090.bmp
n/a	n/a	0.878	1	u121.bmp
n/a	n/a	1.004	1	u049.bmp
n/a	n/a	0.764	3	f003.bmp
n/a	n/a	0.92	1	u138.bmp
n/a	n/a	0.772	3	f004.bmp
n/a	n/a	0.75	1	u002.bmp
n/a	n/a	1.866	1	u016.bmp
n/a	n/a	0.655	3	f072.bmp
n/a	n/a	1.477	1	u104.bmp
n/a	n/a	0.762	1	u087.bmp
n/a	n/a	1.677	3	f089.bmp
n/a	n/a	0.706	3	f060.bmp
n/a	n/a	1.551	1	u144.bmp
n/a	n/a	2.793	1	u134.bmp
n/a	n/a	1.566	3	f121.bmp
n/a	n/a	3.064	1	u091.bmp
n/a	n/a	0.93	3	f053.bmp
n/a	n/a	0.854	1	u122.bmp
n/a	n/a	1.613	1	u070.bmp
n/a	n/a	0.908	3	f106.bmp
n/a	n/a	1.521	3	f128.bmp
n/a	n/a	1.38	1	u124.bmp
n/a	n/a	3.573	1	u043.bmp
n/a	n/a	1.338	3	f063.bmp
n/a	n/a	1.876	1	u099.bmp
n/a	n/a	2.175	2	f025.bmp
n/a	n/a	0.846	1	u089.bmp
n/a	n/a	0.99	3	f007.bmp
n/a	n/a	0.911	1	u149.bmp
n/a	n/a	1.044	1	u143.bmp
n/a	n/a	0.659	3	f100.bmp
n/a	n/a	1.659	3	f069.bmp
n/a	n/a	1.632	3	f091.bmp
n/a	n/a	3.023	1	u050.bmp
n/a	n/a	1.555	1	u118.bmp
n/a	n/a	0.836	1	u125.bmp
n/a	n/a	0.988	3	f071.bmp
n/a	n/a	1.989	1	u034.bmp
n/a	n/a	0.724	1	u069.bmp
n/a	n/a	1.713	1	u053.bmp
