onset	duration	sample	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
0.0009090909090909	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	102	n/a
24.7249090909	n/a	27197.4	show_face_initial	famous_face	first_show	n/a	1	2	f071.bmp
25.5821818182	n/a	28140.4	right_press	n/a	n/a	n/a	1	4096	n/a
25.6885454545	n/a	28257.4	show_circle	n/a	n/a	n/a	1	0	circle.bmp
27.3885454545	n/a	30127.4	show_cross	n/a	n/a	n/a	2	1	cross.bmp
27.9321818182	n/a	30725.4	show_face	scrambled_face	first_show	n/a	2	17	s053.bmp
28.8658181818	n/a	31752.4	show_circle	n/a	n/a	n/a	2	0	circle.bmp
29.0403636364	n/a	31944.4	left_press	n/a	n/a	n/a	2	256	n/a
30.5658181818	n/a	33622.4	show_cross	n/a	n/a	n/a	3	1	cross.bmp
31.1221818182	n/a	34234.4	show_face	scrambled_face	immediate_repeat	1	3	18	s053.bmp
31.794	n/a	34973.4	left_press	n/a	n/a	n/a	3	256	n/a
31.9512727273	n/a	35146.4	show_circle	n/a	n/a	n/a	3	0	circle.bmp
33.6512727273	n/a	37016.4	show_cross	n/a	n/a	n/a	4	1	cross.bmp
34.2294545455	n/a	37652.4	show_face	unfamiliar_face	first_show	n/a	4	13	u140.bmp
35.0603636364	n/a	38566.4	left_press	n/a	n/a	n/a	4	256	n/a
35.1158181818	n/a	38627.4	show_circle	n/a	n/a	n/a	4	0	circle.bmp
36.8158181818	n/a	40497.4	show_cross	n/a	n/a	n/a	5	1	cross.bmp
37.2703636364	n/a	40997.4	show_face	unfamiliar_face	first_show	n/a	5	13	u026.bmp
38.1667272727	n/a	41983.4	left_press	n/a	n/a	n/a	5	256	n/a
38.1749090909	n/a	41992.4	show_circle	n/a	n/a	n/a	5	0	circle.bmp
39.8749090909	n/a	43862.4	show_cross	n/a	n/a	n/a	6	1	cross.bmp
40.5276363636	n/a	44580.4	show_face	famous_face	first_show	n/a	6	5	f130.bmp
41.4949090909	n/a	45644.4	show_circle	n/a	n/a	n/a	6	0	circle.bmp
41.9667272727	n/a	46163.4	right_press	n/a	n/a	n/a	6	4096	n/a
43.1949090909	n/a	47514.4	show_cross	n/a	n/a	n/a	7	1	cross.bmp
43.7521818182	n/a	48127.4	show_face	famous_face	immediate_repeat	1	7	6	f130.bmp
44.3721818182	n/a	48809.4	right_press	n/a	n/a	n/a	7	4096	n/a
44.7358181818	n/a	49209.4	show_circle	n/a	n/a	n/a	7	0	circle.bmp
46.4358181818	n/a	51079.4	show_cross	n/a	n/a	n/a	8	1	cross.bmp
46.9430909091	n/a	51637.4	show_face	scrambled_face	first_show	n/a	8	17	s127.bmp
47.8421818182	n/a	52626.4	show_circle	n/a	n/a	n/a	8	0	circle.bmp
47.9721818182	n/a	52769.4	right_press	n/a	n/a	n/a	8	4096	n/a
49.5421818182	n/a	54496.4	show_cross	n/a	n/a	n/a	9	1	cross.bmp
50.0167272727	n/a	55018.4	show_face	scrambled_face	immediate_repeat	1	9	18	s127.bmp
50.8803636364	n/a	55968.4	show_circle	n/a	n/a	n/a	9	0	circle.bmp
50.9712727273	n/a	56068.4	right_press	n/a	n/a	n/a	9	4096	n/a
52.5803636364	n/a	57838.4	show_cross	n/a	n/a	n/a	10	1	cross.bmp
53.224	n/a	58546.4	show_face	famous_face	delayed_repeat	9	10	7	f071.bmp
54.0930909091	n/a	59502.4	right_press	n/a	n/a	n/a	10	4096	n/a
54.2349090909	n/a	59658.4	show_circle	n/a	n/a	n/a	10	0	circle.bmp
55.9349090909	n/a	61528.4	show_cross	n/a	n/a	n/a	11	1	cross.bmp
56.4476363636	n/a	62092.4	show_face	famous_face	first_show	n/a	11	5	f112.bmp
57.2276363636	n/a	62950.4	left_press	n/a	n/a	n/a	11	256	n/a
57.3503636364	n/a	63085.4	show_circle	n/a	n/a	n/a	11	0	circle.bmp
59.0503636364	n/a	64955.4	show_cross	n/a	n/a	n/a	12	1	cross.bmp
