onset	duration	response_time	button_press	stim_file
n/a	n/a	1.586	1	u079.bmp
n/a	n/a	0.722	1	f051.bmp
n/a	n/a	1.135	3	f116.bmp
n/a	n/a	2.651	1	u038.bmp
n/a	n/a	2.237	2	f148.bmp
n/a	n/a	1.69	1	f016.bmp
n/a	n/a	1.646	3	f110.bmp
n/a	n/a	1.996	2	f108.bmp
n/a	n/a	1.435	1	f150.bmp
n/a	n/a	1.554	1	u120.bmp
n/a	n/a	2.124	2	f043.bmp
n/a	n/a	2.125	2	u065.bmp
n/a	n/a	2.11	2	u109.bmp
n/a	n/a	1.625	1	u114.bmp
n/a	n/a	1.719	1	u053.bmp
n/a	n/a	1.234	3	f101.bmp
n/a	n/a	3.778	1	u025.bmp
n/a	n/a	1.485	3	f120.bmp
n/a	n/a	1.042	3	f056.bmp
n/a	n/a	2.584	2	u063.bmp
n/a	n/a	1.247	3	f026.bmp
n/a	n/a	2.438	1	u001.bmp
n/a	n/a	1.314	3	f009.bmp
n/a	n/a	1.686	1	u136.bmp
n/a	n/a	1.147	3	f084.bmp
n/a	n/a	1.062	3	f088.bmp
n/a	n/a	1.332	2	u085.bmp
n/a	n/a	2.847	2	f115.bmp
n/a	n/a	0.963	1	u137.bmp
n/a	n/a	1.381	3	u143.bmp
n/a	n/a	1.27	1	u099.bmp
n/a	n/a	1.316	2	f085.bmp
n/a	n/a	1.552	1	u121.bmp
n/a	n/a	2.602	2	u024.bmp
n/a	n/a	2.592	3	f131.bmp
n/a	n/a	0.988	2	u021.bmp
n/a	n/a	0.966	1	f095.bmp
n/a	n/a	1.944	1	u050.bmp
n/a	n/a	1.193	2	u134.bmp
n/a	n/a	1.018	2	u116.bmp
n/a	n/a	1.339	2	u008.bmp
n/a	n/a	1.037	2	u069.bmp
n/a	n/a	1.085	3	f098.bmp
n/a	n/a	1.098	3	f078.bmp
n/a	n/a	1.12	3	f109.bmp
n/a	n/a	1.748	3	u062.bmp
n/a	n/a	1.03	1	f136.bmp
n/a	n/a	1.005	2	u033.bmp
n/a	n/a	1.198	3	u089.bmp
n/a	n/a	1.047	3	f100.bmp
n/a	n/a	0.846	1	u126.bmp
n/a	n/a	0.83	3	f074.bmp
n/a	n/a	1.822	2	u101.bmp
n/a	n/a	1.964	3	f147.bmp
n/a	n/a	1.26	1	f099.bmp
n/a	n/a	1.13	3	f018.bmp
n/a	n/a	1.213	1	u019.bmp
n/a	n/a	1.126	3	f065.bmp
n/a	n/a	1.177	2	f105.bmp
n/a	n/a	0.971	1	u118.bmp
n/a	n/a	1.445	2	f037.bmp
n/a	n/a	1.619	1	u086.bmp
n/a	n/a	1.754	3	f079.bmp
n/a	n/a	5.147	2	f135.bmp
n/a	n/a	1.141	1	u081.bmp
n/a	n/a	0.928	3	u090.bmp
n/a	n/a	1.692	3	f142.bmp
n/a	n/a	0.856	1	u051.bmp
n/a	n/a	1.279	2	u127.bmp
n/a	n/a	0.932	1	f092.bmp
n/a	n/a	1.033	1	u015.bmp
n/a	n/a	1.255	1	u084.bmp
n/a	n/a	0.589	1	u056.bmp
n/a	n/a	1.144	1	u103.bmp
n/a	n/a	1.019	2	u004.bmp
n/a	n/a	0.739	1	u070.bmp
n/a	n/a	1.407	1	f102.bmp
n/a	n/a	0.671	1	f023.bmp
n/a	n/a	0.813	1	u146.bmp
n/a	n/a	0.734	1	u150.bmp
n/a	n/a	0.803	3	f029.bmp
n/a	n/a	8.1	2	u023.bmp
n/a	n/a	1.578	1	u060.bmp
n/a	n/a	0.795	1	u057.bmp
n/a	n/a	0.949	1	u036.bmp
n/a	n/a	1.216	2	u100.bmp
n/a	n/a	4.232	2	u002.bmp
n/a	n/a	1.152	3	f075.bmp
n/a	n/a	1.451	1	f103.bmp
n/a	n/a	1.193	1	f091.bmp
n/a	n/a	0.986	1	u017.bmp
n/a	n/a	0.963	3	f067.bmp
n/a	n/a	1.142	1	u093.bmp
n/a	n/a	0.961	3	f021.bmp
n/a	n/a	1.3	3	f129.bmp
n/a	n/a	0.76	1	u148.bmp
n/a	n/a	1.052	2	u104.bmp
n/a	n/a	1.963	3	f040.bmp
n/a	n/a	0.963	3	f041.bmp
n/a	n/a	0.862	3	f090.bmp
n/a	n/a	3.021	1	f024.bmp
n/a	n/a	1.105	2	u139.bmp
n/a	n/a	0.917	1	f097.bmp
n/a	n/a	1.082	2	u076.bmp
n/a	n/a	1.16	3	f071.bmp
n/a	n/a	2.178	2	f049.bmp
n/a	n/a	0.913	1	u071.bmp
n/a	n/a	3.005	2	f107.bmp
n/a	n/a	0.81	1	f132.bmp
n/a	n/a	0.987	3	f133.bmp
n/a	n/a	0.901	3	f122.bmp
n/a	n/a	1.242	3	f130.bmp
n/a	n/a	1.633	3	u031.bmp
n/a	n/a	1.624	3	f146.bmp
n/a	n/a	0.782	3	f038.bmp
n/a	n/a	1.289	3	f080.bmp
n/a	n/a	0.797	1	f073.bmp
n/a	n/a	1.119	1	u049.bmp
n/a	n/a	0.819	1	f089.bmp
n/a	n/a	0.988	1	f141.bmp
n/a	n/a	1.837	1	u006.bmp
n/a	n/a	3.947	1	u059.bmp
n/a	n/a	1.421	1	u097.bmp
n/a	n/a	2.332	2	f010.bmp
n/a	n/a	0.997	3	f069.bmp
n/a	n/a	1.198	2	f149.bmp
n/a	n/a	1.135	1	u080.bmp
n/a	n/a	0.875	1	u047.bmp
n/a	n/a	0.865	1	u147.bmp
n/a	n/a	1.24	3	f025.bmp
n/a	n/a	1.175	2	f031.bmp
n/a	n/a	1.68	1	u011.bmp
n/a	n/a	1.261	1	u067.bmp
n/a	n/a	1.139	2	f104.bmp
n/a	n/a	0.798	3	f013.bmp
n/a	n/a	0.783	3	f082.bmp
n/a	n/a	1.17	3	f113.bmp
n/a	n/a	1.02	3	f032.bmp
n/a	n/a	1.028	1	f054.bmp
n/a	n/a	1.124	2	f030.bmp
n/a	n/a	1.064	2	f011.bmp
n/a	n/a	0.941	2	u032.bmp
n/a	n/a	1.064	2	u039.bmp
n/a	n/a	1.047	1	f112.bmp
n/a	n/a	0.998	1	u007.bmp
n/a	n/a	1.687	3	u027.bmp
n/a	n/a	1.155	1	u016.bmp
n/a	n/a	2.149	3	u108.bmp
n/a	n/a	0.902	1	u005.bmp
n/a	n/a	0.988	2	f138.bmp
n/a	n/a	0.949	1	u140.bmp
n/a	n/a	0.944	2	f144.bmp
n/a	n/a	0.844	1	f127.bmp
n/a	n/a	0.619	1	u074.bmp
n/a	n/a	1.468	1	f126.bmp
