onset	duration	sample	event_type	face_type	repetition_type	trigger	stim_file
0.0040000000	n/a	1	setup	n/a	n/a	n/a	n/a
0.0040000000	n/a	1	left_sym	n/a	n/a	n/a	n/a
23.7180000000	n/a	5929.5	show_face	unfamiliar_face	first_show	13	u072.bmp
24.5034545455	n/a	6125.8636	left_press	n/a	n/a	256	n/a
24.7361818182	n/a	6184.0455	show_circle	n/a	n/a	0	circle.bmp
26.4361818182	n/a	6609.0455	show_cross	n/a	n/a	n/a	cross.bmp
26.9089090909	n/a	6727.2273	show_face	unfamiliar_face	immediate_repeat	14	u072.bmp
27.5952727273	n/a	6898.8182	left_press	n/a	n/a	256	n/a
27.9134545455	n/a	6978.3636	show_circle	n/a	n/a	0	circle.bmp
29.6134545455	n/a	7403.3636	show_cross	n/a	n/a	n/a	cross.bmp
30.2334545455	n/a	7558.3636	show_face	famous_face	first_show	5	f124.bmp
31.1734545455	n/a	7793.3636	left_press	n/a	n/a	256	n/a
31.1980000000	n/a	7799.5	show_circle	n/a	n/a	0	circle.bmp
32.8980000000	n/a	8224.5	show_cross	n/a	n/a	n/a	cross.bmp
33.5243636364	n/a	8381.0909	show_face	unfamiliar_face	first_show	13	u063.bmp
34.3289090909	n/a	8582.2273	left_press	n/a	n/a	256	n/a
34.5034545455	n/a	8625.8636	show_circle	n/a	n/a	0	circle.bmp
36.2034545455	n/a	9050.8636	show_cross	n/a	n/a	n/a	cross.bmp
36.6816363636	n/a	9170.4091	show_face	unfamiliar_face	immediate_repeat	14	u063.bmp
37.5770909091	n/a	9394.2727	left_press	n/a	n/a	256	n/a
37.6689090909	n/a	9417.2273	show_circle	n/a	n/a	0	circle.bmp
39.3689090909	n/a	9842.2273	show_cross	n/a	n/a	n/a	cross.bmp
39.8889090909	n/a	9972.2273	show_face	unfamiliar_face	first_show	13	u085.bmp
40.8225454545	n/a	10205.6364	show_circle	n/a	n/a	0	circle.bmp
41.1280000000	n/a	10282	left_press	n/a	n/a	256	n/a
42.5225454545	n/a	10630.6364	show_cross	n/a	n/a	n/a	cross.bmp
43.1634545455	n/a	10790.8636	show_face	unfamiliar_face	immediate_repeat	14	u085.bmp
43.8961818182	n/a	10974.0455	left_press	n/a	n/a	256	n/a
44.1698181818	n/a	11042.4545	show_circle	n/a	n/a	0	circle.bmp
45.8698181818	n/a	11467.4545	show_cross	n/a	n/a	n/a	cross.bmp
46.4543636364	n/a	11613.5909	show_face	famous_face	first_show	5	f148.bmp
47.1480000000	n/a	11787	right_press	n/a	n/a	4096	n/a
47.3580000000	n/a	11839.5	show_circle	n/a	n/a	0	circle.bmp
49.0580000000	n/a	12264.5	show_cross	n/a	n/a	n/a	cross.bmp
49.5780000000	n/a	12394.5	show_face	scrambled_face	first_show	17	s144.bmp
50.3552727273	n/a	12588.8182	right_press	n/a	n/a	4096	n/a
50.5561818182	n/a	12639.0455	show_circle	n/a	n/a	0	circle.bmp
52.2561818182	n/a	13064.0455	show_cross	n/a	n/a	n/a	cross.bmp
52.8352727273	n/a	13208.8182	show_face	scrambled_face	immediate_repeat	18	s144.bmp
53.5807272727	n/a	13395.1818	right_press	n/a	n/a	4096	n/a
53.6670909091	n/a	13416.7727	show_circle	n/a	n/a	0	circle.bmp
55.3670909091	n/a	13841.7727	show_cross	n/a	n/a	n/a	cross.bmp
56.0261818182	n/a	14006.5455	show_face	famous_face	first_show	5	f105.bmp
56.8598181818	n/a	14214.9545	right_press	n/a	n/a	4096	n/a
56.9698181818	n/a	14242.4545	show_circle	n/a	n/a	0	circle.bmp
58.6698181818	n/a	14667.4545	show_cross	n/a	n/a	n/a	cross.bmp
59.1670909091	n/a	14791.7727	show_face	famous_face	delayed_repeat	7	f124.bmp
60.1180000000	n/a	15029.5	show_circle	n/a	n/a	0	circle.bmp
60.1861818182	n/a	15046.5455	left_press	n/a	n/a	256	n/a
61.8180000000	n/a	15454.5	show_cross	n/a	n/a	n/a	cross.bmp
62.3070909091	n/a	15576.7727	show_face	unfamiliar_face	first_show	13	u003.bmp
63.1898181818	n/a	15797.4545	show_circle	n/a	n/a	0	circle.bmp
63.2225454545	n/a	15805.6364	left_press	n/a	n/a	256	n/a
64.8898181818	n/a	16222.4545	show_cross	n/a	n/a	n/a	cross.bmp
65.4816363636	n/a	16370.4091	show_face	unfamiliar_face	immediate_repeat	14	u003.bmp
66.0907272727	n/a	16522.6818	left_press	n/a	n/a	256	n/a
66.4898181818	n/a	16622.4545	show_circle	n/a	n/a	0	circle.bmp
68.1898181818	n/a	17047.4545	show_cross	n/a	n/a	n/a	cross.bmp
68.7725454545	n/a	17193.1364	show_face	unfamiliar_face	first_show	13	u083.bmp
69.6089090909	n/a	17402.2273	left_press	n/a	n/a	256	n/a
69.6852727273	n/a	17421.3182	show_circle	n/a	n/a	0	circle.bmp
71.3852727273	n/a	17846.3182	show_cross	n/a	n/a	n/a	cross.bmp
72.0298181818	n/a	18007.4545	show_face	scrambled_face	first_show	17	s026.bmp
72.6970909091	n/a	18174.2727	right_press	n/a	n/a	4096	n/a
72.9552727273	n/a	18238.8182	show_circle	n/a	n/a	0	circle.bmp
74.6552727273	n/a	18663.8182	show_cross	n/a	n/a	n/a	cross.bmp
75.2034545455	n/a	18800.8636	show_face	famous_face	delayed_repeat	7	f148.bmp
75.9043636364	n/a	18976.0909	right_press	n/a	n/a	4096	n/a
76.1134545455	n/a	19028.3636	show_circle	n/a	n/a	0	circle.bmp
77.8134545455	n/a	19453.3636	show_cross	n/a	n/a	n/a	cross.bmp
78.3270909091	n/a	19581.7727	show_face	scrambled_face	first_show	17	s047.bmp
79.2707272727	n/a	19817.6818	show_circle	n/a	n/a	0	circle.bmp
79.3298181818	n/a	19832.4545	right_press	n/a	n/a	4096	n/a
80.9707272727	n/a	20242.6818	show_cross	n/a	n/a	n/a	cross.bmp
81.4843636364	n/a	20371.0909	show_face	scrambled_face	immediate_repeat	18	s047.bmp
82.1825454545	n/a	20545.6364	right_press	n/a	n/a	4096	n/a
82.4370909091	n/a	20609.2727	show_circle	n/a	n/a	0	circle.bmp
84.1370909091	n/a	21034.2727	show_cross	n/a	n/a	n/a	cross.bmp
84.6752727273	n/a	21168.8182	show_face	scrambled_face	first_show	17	s101.bmp
85.5925454545	n/a	21398.1364	right_press	n/a	n/a	4096	n/a
85.6570909091	n/a	21414.2727	show_circle	n/a	n/a	0	circle.bmp
87.3570909091	n/a	21839.2727	show_cross	n/a	n/a	n/a	cross.bmp
87.8161818182	n/a	21954.0455	show_face	scrambled_face	immediate_repeat	18	s101.bmp
88.5007272727	n/a	22125.1818	right_press	n/a	n/a	4096	n/a
88.8234545455	n/a	22205.8636	show_circle	n/a	n/a	0	circle.bmp
90.5234545455	n/a	22630.8636	show_cross	n/a	n/a	n/a	cross.bmp
91.0734545455	n/a	22768.3636	show_face	famous_face	delayed_repeat	7	f105.bmp
91.8207272727	n/a	22955.1818	right_press	n/a	n/a	4096	n/a
91.9070909091	n/a	22976.7727	show_circle	n/a	n/a	0	circle.bmp
93.6070909091	n/a	23401.7727	show_cross	n/a	n/a	n/a	cross.bmp
94.2307272727	n/a	23557.6818	show_face	famous_face	first_show	5	f081.bmp
94.9852727273	n/a	23746.3182	right_press	n/a	n/a	4096	n/a
95.0807272727	n/a	23770.1818	show_circle	n/a	n/a	0	circle.bmp
96.7807272727	n/a	24195.1818	show_cross	n/a	n/a	n/a	cross.bmp
97.3380000000	n/a	24334.5	show_face	famous_face	first_show	5	f128.bmp
98.0352727273	n/a	24508.8182	right_press	n/a	n/a	4096	n/a
98.2561818182	n/a	24564.0455	show_circle	n/a	n/a	0	circle.bmp
99.9561818182	n/a	24989.0455	show_cross	n/a	n/a	n/a	cross.bmp
100.5952727273	n/a	25148.8182	show_face	unfamiliar_face	delayed_repeat	15	u083.bmp
101.4234545455	n/a	25355.8636	show_circle	n/a	n/a	0	circle.bmp
101.4416363636	n/a	25360.4091	left_press	n/a	n/a	256	n/a
103.1234545455	n/a	25780.8636	show_cross	n/a	n/a	n/a	cross.bmp
103.7189090909	n/a	25929.7273	show_face	unfamiliar_face	first_show	13	u114.bmp
104.7089090909	n/a	26177.2273	show_circle	n/a	n/a	0	circle.bmp
105.0998181818	n/a	26274.9545	right_press	n/a	n/a	4096	n/a
106.4089090909	n/a	26602.2273	show_cross	n/a	n/a	n/a	cross.bmp
106.9934545455	n/a	26748.3636	show_face	unfamiliar_face	immediate_repeat	14	u114.bmp
