onset	duration	response_time	button_press	stim_file
n/a	n/a	1.64	3	u012.bmp
n/a	n/a	1.35	1	u006.bmp
n/a	n/a	1.039	2	f133.bmp
n/a	n/a	1.263	1	f111.bmp
n/a	n/a	1.069	3	f073.bmp
n/a	n/a	1.019	1	u096.bmp
n/a	n/a	0.867	3	f066.bmp
n/a	n/a	0.786	2	u074.bmp
n/a	n/a	2.932	1	u053.bmp
n/a	n/a	1.595	1	u019.bmp
n/a	n/a	1.115	3	f012.bmp
n/a	n/a	0.936	3	f046.bmp
n/a	n/a	1.148	3	f042.bmp
n/a	n/a	1.071	1	u076.bmp
n/a	n/a	0.932	3	f129.bmp
n/a	n/a	1.401	1	u110.bmp
n/a	n/a	1.417	1	f125.bmp
n/a	n/a	0.913	3	f036.bmp
n/a	n/a	0.861	3	f004.bmp
n/a	n/a	0.98	1	f015.bmp
n/a	n/a	0.926	1	f079.bmp
n/a	n/a	0.762	1	u089.bmp
n/a	n/a	0.926	1	u016.bmp
n/a	n/a	0.986	1	u045.bmp
n/a	n/a	1.204	1	u040.bmp
n/a	n/a	0.971	3	f037.bmp
n/a	n/a	0.861	3	f063.bmp
n/a	n/a	0.82	1	f016.bmp
n/a	n/a	1.004	3	f112.bmp
n/a	n/a	0.789	1	u150.bmp
n/a	n/a	0.766	1	u082.bmp
n/a	n/a	0.882	1	u146.bmp
n/a	n/a	0.888	1	u134.bmp
n/a	n/a	1.029	3	f035.bmp
n/a	n/a	0.981	1	u142.bmp
n/a	n/a	0.847	1	f105.bmp
n/a	n/a	1.159	3	f091.bmp
n/a	n/a	0.657	1	u128.bmp
n/a	n/a	0.848	3	f132.bmp
n/a	n/a	1.232	3	f120.bmp
n/a	n/a	1.344	3	f010.bmp
n/a	n/a	0.842	1	u115.bmp
n/a	n/a	0.978	2	f114.bmp
n/a	n/a	0.844	1	f098.bmp
n/a	n/a	0.835	1	u105.bmp
n/a	n/a	0.828	1	u124.bmp
n/a	n/a	0.812	3	f116.bmp
n/a	n/a	0.749	1	f118.bmp
n/a	n/a	0.873	3	f029.bmp
n/a	n/a	1.111	3	f006.bmp
n/a	n/a	0.827	1	f141.bmp
n/a	n/a	1.579	2	f085.bmp
n/a	n/a	0.747	3	f088.bmp
n/a	n/a	0.999	3	f047.bmp
n/a	n/a	0.849	1	u097.bmp
n/a	n/a	0.76	3	f086.bmp
