onset	duration	sample	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
0.0009090909090909	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	102	n/a
24.0485454545	n/a	26453.4	show_face_initial	famous_face	first_show	n/a	1	2	f030.bmp
24.9567272727	n/a	27452.4	show_circle	n/a	n/a	n/a	1	0	circle.bmp
25.8903636364	n/a	28479.4	left_press	n/a	n/a	n/a	1	256	n/a
26.6567272727	n/a	29322.4	show_cross	n/a	n/a	n/a	2	1	cross.bmp
27.2058181818	n/a	29926.4	show_face	scrambled_face	first_show	n/a	2	17	s046.bmp
28.2103636364	n/a	31031.4	show_circle	n/a	n/a	n/a	2	0	circle.bmp
28.6094545455	n/a	31470.4	left_press	n/a	n/a	n/a	2	256	n/a
29.9103636364	n/a	32901.4	show_cross	n/a	n/a	n/a	3	1	cross.bmp
30.4130909091	n/a	33454.4	show_face	scrambled_face	first_show	n/a	3	17	s054.bmp
31.3030909091	n/a	34433.4	show_circle	n/a	n/a	n/a	3	0	circle.bmp
31.784	n/a	34962.4	left_press	n/a	n/a	n/a	3	256	n/a
33.0030909091	n/a	36303.4	show_cross	n/a	n/a	n/a	4	1	cross.bmp
33.654	n/a	37019.4	show_face	scrambled_face	immediate_repeat	1	4	18	s054.bmp
34.5758181818	n/a	38033.4	left_press	n/a	n/a	n/a	4	256	n/a
34.6203636364	n/a	38082.4	show_circle	n/a	n/a	n/a	4	0	circle.bmp
36.3203636364	n/a	39952.4	show_cross	n/a	n/a	n/a	5	1	cross.bmp
36.8949090909	n/a	40584.4	show_face	famous_face	first_show	n/a	5	5	f023.bmp
37.7767272727	n/a	41554.4	show_circle	n/a	n/a	n/a	5	0	circle.bmp
38.4194545455	n/a	42261.4	left_press	n/a	n/a	n/a	5	256	n/a
39.4767272727	n/a	43424.4	show_cross	n/a	n/a	n/a	6	1	cross.bmp
40.0694545455	n/a	44076.4	show_face	famous_face	immediate_repeat	1	6	6	f023.bmp
40.774	n/a	44851.4	left_press	n/a	n/a	n/a	6	256	n/a
41.0012727273	n/a	45101.4	show_circle	n/a	n/a	n/a	6	0	circle.bmp
42.7012727273	n/a	46971.4	show_cross	n/a	n/a	n/a	7	1	cross.bmp
43.2430909091	n/a	47567.4	show_face	unfamiliar_face	first_show	n/a	7	13	u059.bmp
44.0867272727	n/a	48495.4	show_circle	n/a	n/a	n/a	7	0	circle.bmp
44.0958181818	n/a	48505.4	left_press	n/a	n/a	n/a	7	256	n/a
45.7867272727	n/a	50365.4	show_cross	n/a	n/a	n/a	8	1	cross.bmp
46.4167272727	n/a	51058.4	show_face	unfamiliar_face	immediate_repeat	1	8	14	u059.bmp
47.0158181818	n/a	51717.4	left_press	n/a	n/a	n/a	8	256	n/a
47.4321818182	n/a	52175.4	show_circle	n/a	n/a	n/a	8	0	circle.bmp
49.1321818182	n/a	54045.4	show_cross	n/a	n/a	n/a	9	1	cross.bmp
49.7912727273	n/a	54770.4	show_face	scrambled_face	first_show	n/a	9	17	s044.bmp
50.7467272727	n/a	55821.4	show_circle	n/a	n/a	n/a	9	0	circle.bmp
50.7485454545	n/a	55823.4	left_press	n/a	n/a	n/a	9	256	n/a
52.4467272727	n/a	57691.4	show_cross	n/a	n/a	n/a	10	1	cross.bmp
52.9149090909	n/a	58206.4	show_face	famous_face	delayed_repeat	9	10	7	f030.bmp
53.7767272727	n/a	59154.4	show_circle	n/a	n/a	n/a	10	0	circle.bmp
53.9730909091	n/a	59370.4	left_press	n/a	n/a	n/a	10	256	n/a
55.4767272727	n/a	61024.4	show_cross	n/a	n/a	n/a	11	1	cross.bmp
56.0067272727	n/a	61607.4	show_face	famous_face	first_show	n/a	11	5	f131.bmp
56.6530909091	n/a	62318.4	left_press	n/a	n/a	n/a	11	256	n/a
56.9794545455	n/a	62677.4	show_circle	n/a	n/a	n/a	11	0	circle.bmp
58.6794545455	n/a	64547.4	show_cross	n/a	n/a	n/a	12	1	cross.bmp
59.2130909091	n/a	65134.4	show_face	famous_face	immediate_repeat	1	12	6	f131.bmp
59.8467272727	n/a	65831.4	left_press	n/a	n/a	n/a	12	256	n/a
60.1212727273	n/a	66133.4	show_circle	n/a	n/a	n/a	12	0	circle.bmp
61.8212727273	n/a	68003.4	show_cross	n/a	n/a	n/a	13	1	cross.bmp
62.3867272727	n/a	68625.4	show_face	scrambled_face	delayed_repeat	11	13	19	s046.bmp
63.1321818182	n/a	69445.4	right_press	n/a	n/a	n/a	13	4096	n/a
63.2985454545	n/a	69628.4	show_circle	n/a	n/a	n/a	13	0	circle.bmp
64.9985454545	n/a	71498.4	show_cross	n/a	n/a	n/a	14	1	cross.bmp
65.5276363636	n/a	72080.4	show_face	unfamiliar_face	first_show	n/a	14	13	u135.bmp
66.4703636364	n/a	73117.4	left_press	n/a	n/a	n/a	14	256	n/a
66.5130909091	n/a	73164.4	show_circle	n/a	n/a	n/a	14	0	circle.bmp
68.2130909091	n/a	75034.4	show_cross	n/a	n/a	n/a	15	1	cross.bmp
68.8521818182	n/a	75737.4	show_face	unfamiliar_face	immediate_repeat	1	15	14	u135.bmp
69.4230909091	n/a	76365.4	left_press	n/a	n/a	n/a	15	256	n/a
69.8412727273	n/a	76825.4	show_circle	n/a	n/a	n/a	15	0	circle.bmp
71.5412727273	n/a	78695.4	show_cross	n/a	n/a	n/a	16	1	cross.bmp
72.0258181818	n/a	79228.4	show_face	unfamiliar_face	first_show	n/a	16	13	u039.bmp
72.9576363636	n/a	80253.4	show_circle	n/a	n/a	n/a	16	0	circle.bmp
73.114	n/a	80425.4	left_press	n/a	n/a	n/a	16	256	n/a
74.6576363636	n/a	82123.4	show_cross	n/a	n/a	n/a	17	1	cross.bmp
75.3167272727	n/a	82848.4	show_face	scrambled_face	first_show	n/a	17	17	s091.bmp
76.2885454545	n/a	83917.4	show_circle	n/a	n/a	n/a	17	0	circle.bmp
77.1630909091	n/a	84879.4	right_press	n/a	n/a	n/a	17	4096	n/a
